iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,death_rate
CHN,Asia,China,2022-02-05,106340.0,43.0,46.429,4636.0,0.0,0.0,73.632,0.03,0.032,3.21,0.0,0.0,1.85,,,,,,,,,,,,,,,,,,3004681000.0,,,,1785000.0,971000.0,208.05,,,,672.0,35600.0,0.002,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043596012789166826
CHN,Asia,China,2022-02-06,106419.0,79.0,49.429,4636.0,0.0,0.0,73.686,0.055,0.034,3.21,0.0,0.0,2.04,,,,,,,,,,,,,,,,,,3006862000.0,,,,2181000.0,952000.0,208.2,,,,659.0,35600.0,0.002,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04356364934833065
CHN,Asia,China,2022-02-07,106524.0,105.0,55.0,4636.0,0.0,0.0,73.759,0.073,0.038,3.21,0.0,0.0,2.22,,,,,,,,,,,,,,,,,,3010669000.0,1266426000.0,1228340000.0,459843000.0,3807000.0,1448143.0,208.46,87.69,85.05,31.84,1003.0,35600.0,0.002,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043520708948218245
CHN,Asia,China,2022-02-08,106635.0,111.0,61.857,4636.0,0.0,0.0,73.836,0.077,0.043,3.21,0.0,0.0,2.31,,,,,,,,,,,,,,,,,,3016150000.0,,,,5481000.0,2221000.0,208.84,,,,1538.0,53294.0,0.004,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043475406761382285
CHN,Asia,China,2022-02-09,106663.0,28.0,60.286,4636.0,0.0,0.0,73.855,0.019,0.042,3.21,0.0,0.0,2.38,,,,,,,,,,,,,,,,,,3022646000.0,,,,6496000.0,3107571.0,209.29,,,,2152.0,70987.0,0.005,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04346399407479632
CHN,Asia,China,2022-02-10,106764.0,101.0,70.571,4636.0,0.0,0.0,73.925,0.07,0.049,3.21,0.0,0.0,2.37,,,,,,,,,,,,,,,,,,3029588000.0,,,,6942000.0,3994857.0,209.77,,,,2766.0,88681.0,0.006,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04342287662507961
CHN,Asia,China,2022-02-11,106863.0,99.0,80.857,4636.0,0.0,0.0,73.994,0.069,0.056,3.21,0.0,0.0,2.37,,,,,,,,,,,,,,,,,,3036707000.0,,,,7119000.0,4830143.0,210.27,,,,3344.0,106374.0,0.007,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043382648812030356
CHN,Asia,China,2022-02-12,106930.0,67.0,84.286,4636.0,0.0,0.0,74.04,0.046,0.058,3.21,0.0,0.0,2.32,,,,,,,,,,,,,,,,,,3042376000.0,,,,5669000.0,5385000.0,210.66,,,,3729.0,124068.0,0.009,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04335546619283644
CHN,Asia,China,2022-02-13,107014.0,84.0,85.0,4636.0,0.0,0.0,74.098,0.058,0.059,3.21,0.0,0.0,2.33,,,,,,,,,,,,,,,,,,3046687000.0,,,,4311000.0,5689286.0,210.96,,,,3939.0,141761.0,0.01,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04332143457865326
CHN,Asia,China,2022-02-14,107094.0,80.0,81.429,4636.0,0.0,0.0,74.154,0.055,0.056,3.21,0.0,0.0,2.38,,,,,,,,,,,,,,,,,,3052435000.0,,,,5748000.0,5966571.0,211.36,,,,4131.0,159455.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04328907315069005
CHN,Asia,China,2022-02-15,107196.0,102.0,80.143,4636.0,0.0,0.0,74.224,0.071,0.055,3.21,0.0,0.0,2.44,,,,,,,,,,,,,,,,,,3056997000.0,,,,4562000.0,5835286.0,211.67,,,,4040.0,159455.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043247882383671034
CHN,Asia,China,2022-02-16,107288.0,92.0,89.286,4636.0,0.0,0.0,74.288,0.064,0.062,3.21,0.0,0.0,2.54,,,,,,,,,,,,,,,,,,3063391000.0,,,,6394000.0,5820714.0,212.11,,,,4030.0,159455.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.043210797106852585
CHN,Asia,China,2022-02-17,107375.0,87.0,87.286,4636.0,0.0,0.0,74.348,0.06,0.06,3.21,0.0,0.0,2.55,,,,,,,,,,,,,,,,,,3069619000.0,,,,6228000.0,5718714.0,212.55,,,,3960.0,159455.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04317578579743888
CHN,Asia,China,2022-02-18,107512.0,137.0,92.714,4636.0,0.0,0.0,74.443,0.095,0.064,3.21,0.0,0.0,2.45,,,,,,,,,,,,,,,,,,3075752000.0,1268180000.0,1232543000.0,,6133000.0,5577857.0,212.97,87.81,85.34,,3862.0,159455.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04312076791427934
CHN,Asia,China,2022-02-19,107707.0,195.0,111.0,4654.0,18.0,2.571,74.578,0.135,0.077,3.223,0.012,0.002,2.38,,,,,,,,,,,,,,,,,,3080788000.0,,,,5036000.0,5487429.0,213.32,,,,3800.0,159573.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0432098192318048
CHN,Asia,China,2022-02-20,107851.0,144.0,119.571,4636.0,,,74.678,0.1,0.083,3.21,,,2.36,,,,,,,,,,,,,,,,,,3084712000.0,,,,3924000.0,5432143.0,213.59,,,,3761.0,159692.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04298522962234935
CHN,Asia,China,2022-02-21,107989.0,138.0,127.857,4636.0,0.0,,74.773,0.096,0.089,3.21,0.0,,2.36,,,,,,,,,,,,,,,,,,3090309000.0,,,,5597000.0,5410571.0,213.98,,,,3746.0,159811.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.042930298456324255
CHN,Asia,China,2022-02-22,108194.0,205.0,142.571,4636.0,0.0,,74.915,0.142,0.099,3.21,0.0,,2.38,,,,,,,,,,,,,,,,,,3095767000.0,,,,5458000.0,5538571.0,214.36,,,,3835.0,159929.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.042848956504057525
CHN,Asia,China,2022-02-23,108380.0,186.0,156.0,4636.0,0.0,,75.044,0.129,0.108,3.21,0.0,,2.43,,,,,,,,,,,,,,,,,,3101760000.0,,,,5993000.0,5481286.0,214.77,,,,3795.0,160048.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04277541981915482
CHN,Asia,China,2022-02-24,108604.0,224.0,175.571,4636.0,0.0,,75.199,0.155,0.122,3.21,0.0,,2.55,,,,,,,,,,,,,,,,,,3108286000.0,,,,6526000.0,5523857.0,215.22,,,,3825.0,160167.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.042687193841847444
CHN,Asia,China,2022-02-25,108853.0,249.0,191.571,4636.0,0.0,,75.372,0.172,0.133,3.21,0.0,,2.74,,,,,,,,,,,,,,,,,,3114622000.0,1269302000.0,1234540000.0,554728000.0,6336000.0,5552857.0,215.66,87.89,85.48,38.41,3845.0,160286.0,0.011,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04258954737122542
CHN,Asia,China,2022-02-26,109092.0,239.0,197.857,4636.0,0.0,,75.537,0.165,0.137,3.21,0.0,,2.95,,,,,,,,,,,,,,,,,,3119664000.0,,,,5042000.0,5553714.0,216.01,,,,3845.0,,,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04249624170424962
CHN,Asia,China,2022-02-27,109326.0,234.0,210.714,4636.0,0.0,0.0,75.699,0.162,0.146,3.21,0.0,0.0,2.87,,,,,,,,,,,,,,,,,,3124118000.0,,,,4454000.0,5629429.0,216.32,,,,3898.0,,,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04240528328119569
CHN,Asia,China,2022-02-28,109526.0,200.0,219.571,4636.0,0.0,0.0,75.838,0.138,0.152,3.21,0.0,0.0,2.77,,,,,,,,,,,,,,,,,,3129845000.0,,,,5727000.0,5648000.0,216.72,,,,3911.0,,,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04232784909519201
CHN,Asia,China,2022-03-01,109750.0,224.0,222.286,4636.0,0.0,0.0,75.993,0.155,0.154,3.21,0.0,0.0,2.71,,,,,,,,,,,,,,,,,,3135598000.0,,,,5753000.0,5690143.0,217.11,,,,3940.0,,,64.35,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04224145785876993
CHN,Asia,China,2022-03-02,109964.0,214.0,226.286,4636.0,0.0,0.0,76.141,0.148,0.157,3.21,0.0,0.0,2.7,,,,,,,,,,,,,,,,,,3141473000.0,,,,5875000.0,5673286.0,217.52,,,,3928.0,,,,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.042159252118875265
CHN,Asia,China,2022-03-03,110258.0,294.0,236.286,4636.0,0.0,0.0,76.345,0.204,0.164,3.21,0.0,0.0,,,,,,,,,,,,,,,,,,,3147007000.0,,,,5534000.0,5531571.0,217.9,,,,3830.0,,,,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.042046835603765716
CHN,Asia,China,2022-03-04,110539.0,281.0,240.857,4636.0,0.0,0.0,76.539,0.195,0.167,3.21,0.0,0.0,,,,,,,,,,,,,,,,,,,3152419000.0,,,,5412000.0,5399571.0,218.28,,,,3739.0,,,,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04193994879635242
CHN,Asia,China,2022-03-05,110868.0,329.0,253.714,4636.0,0.0,0.0,76.767,0.228,0.176,3.21,0.0,0.0,,,,,,,,,,,,,,,,,,,3156899000.0,,,,4480000.0,5319286.0,218.59,,,,3683.0,,,,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04181549229714616
ETH,Africa,Ethiopia,2020-04-05,43.0,5.0,3.143,2.0,2.0,,0.365,0.042,0.027,0.017,0.017,,,,,,,,,,,532.0,1843.0,0.016,0.005,148.0,0.001,0.0212,47.1,tests performed,,,,,,,,,,,,,,66.67,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.046511627906976744
ETH,Africa,Ethiopia,2020-04-06,44.0,1.0,3.0,2.0,0.0,,0.373,0.008,0.025,0.017,0.0,,,,,,,,,,,164.0,2007.0,0.017,0.001,162.0,0.001,0.0185,54.0,tests performed,,,,,,,,,,,,,,66.67,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.045454545454545456
ETH,Africa,Ethiopia,2020-04-07,52.0,8.0,3.714,2.0,0.0,,0.441,0.068,0.032,0.017,0.0,,,,,,,,,,,264.0,2271.0,0.019,0.002,180.0,0.002,0.0206,48.5,tests performed,,,,,,,,,,,,,,66.67,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.038461538461538464
ETH,Africa,Ethiopia,2020-04-08,55.0,3.0,3.714,2.0,0.0,,0.467,0.025,0.032,0.017,0.0,,,,,,,,,,,225.0,2496.0,0.021,0.002,202.0,0.002,0.0184,54.4,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.03636363636363636
ETH,Africa,Ethiopia,2020-04-09,56.0,1.0,3.857,2.0,0.0,,0.475,0.008,0.033,0.017,0.0,,,,,,,,,,,294.0,2790.0,0.024,0.002,235.0,0.002,0.0164,60.9,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.03571428571428571
ETH,Africa,Ethiopia,2020-04-10,65.0,9.0,4.286,3.0,1.0,,0.551,0.076,0.036,0.025,0.008,,,,,,,,,,,442.0,3232.0,0.027,0.004,287.0,0.002,0.0149,67.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.046153846153846156
ETH,Africa,Ethiopia,2020-04-11,69.0,4.0,4.429,3.0,0.0,0.429,0.585,0.034,0.038,0.025,0.0,0.004,,,,,,,,,,345.0,3577.0,0.03,0.003,324.0,0.003,0.0137,73.2,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.043478260869565216
ETH,Africa,Ethiopia,2020-04-12,71.0,2.0,4.0,3.0,0.0,0.143,0.602,0.017,0.034,0.025,0.0,0.001,,,,,,,,,,286.0,3863.0,0.033,0.002,289.0,0.002,0.0138,72.2,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.04225352112676056
ETH,Africa,Ethiopia,2020-04-13,74.0,3.0,4.286,3.0,0.0,0.143,0.628,0.025,0.036,0.025,0.0,0.001,,,,,,,,,,247.0,4110.0,0.035,0.002,300.0,0.003,0.0143,70.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.04054054054054054
ETH,Africa,Ethiopia,2020-04-14,82.0,8.0,4.286,3.0,0.0,0.143,0.696,0.068,0.036,0.025,0.0,0.001,,,,,,,,,,447.0,4557.0,0.039,0.004,327.0,0.003,0.0131,76.3,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.036585365853658534
ETH,Africa,Ethiopia,2020-04-15,85.0,3.0,4.286,3.0,0.0,0.143,0.721,0.025,0.036,0.025,0.0,0.001,,,,,,,,,,431.0,4988.0,0.042,0.004,356.0,0.003,0.012,83.1,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.03529411764705882
ETH,Africa,Ethiopia,2020-04-16,92.0,7.0,5.143,3.0,0.0,0.143,0.78,0.059,0.044,0.025,0.0,0.001,,,,,,,,,,401.0,5389.0,0.046,0.003,371.0,0.003,0.0139,72.1,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.03260869565217391
ETH,Africa,Ethiopia,2020-04-17,96.0,4.0,4.429,3.0,0.0,0.0,0.814,0.034,0.038,0.025,0.0,0.0,,,,,,,,,,842.0,6231.0,0.053,0.007,428.0,0.004,0.0103,96.6,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.03125
ETH,Africa,Ethiopia,2020-04-18,105.0,9.0,5.143,3.0,0.0,0.0,0.891,0.076,0.044,0.025,0.0,0.0,,,,,,,,,,659.0,6890.0,0.058,0.006,473.0,0.004,0.0109,92.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02857142857142857
ETH,Africa,Ethiopia,2020-04-19,108.0,3.0,5.286,3.0,0.0,0.0,0.916,0.025,0.045,0.025,0.0,0.0,0.34,,,,,,,,,667.0,7557.0,0.064,0.006,528.0,0.004,0.01,99.9,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.027777777777777776
ETH,Africa,Ethiopia,2020-04-20,111.0,3.0,5.286,3.0,0.0,0.0,0.942,0.025,0.045,0.025,0.0,0.0,0.32,,,,,,,,,396.0,7953.0,0.067,0.003,549.0,0.005,0.0096,103.9,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02702702702702703
ETH,Africa,Ethiopia,2020-04-21,114.0,3.0,4.571,3.0,0.0,0.0,0.967,0.025,0.039,0.025,0.0,0.0,0.3,,,,,,,,,745.0,8698.0,0.074,0.006,592.0,0.005,0.0077,129.5,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02631578947368421
ETH,Africa,Ethiopia,2020-04-22,116.0,2.0,4.429,3.0,0.0,0.0,0.984,0.017,0.038,0.025,0.0,0.0,0.22,,,,,,,,,1073.0,9771.0,0.083,0.009,683.0,0.006,0.0065,154.2,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02586206896551724
ETH,Africa,Ethiopia,2020-04-23,116.0,0.0,3.429,3.0,0.0,0.0,0.984,0.0,0.029,0.025,0.0,0.0,0.2,,,,,,,,,965.0,10736.0,0.091,0.008,764.0,0.006,0.0045,222.8,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02586206896551724
ETH,Africa,Ethiopia,2020-04-24,117.0,1.0,3.0,3.0,0.0,0.0,0.993,0.008,0.025,0.025,0.0,0.0,0.27,,,,,,,,,933.0,11669.0,0.099,0.008,777.0,0.007,0.0039,259.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02564102564102564
ETH,Africa,Ethiopia,2020-04-25,122.0,5.0,2.429,3.0,0.0,0.0,1.035,0.042,0.021,0.025,0.0,0.0,0.33,,,,,,,,,1019.0,12688.0,0.108,0.009,828.0,0.007,0.0029,340.9,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02459016393442623
ETH,Africa,Ethiopia,2020-04-26,123.0,1.0,2.143,3.0,0.0,0.0,1.043,0.008,0.018,0.025,0.0,0.0,0.33,,,,,,,,,957.0,13645.0,0.116,0.008,870.0,0.007,0.0025,406.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.024390243902439025
ETH,Africa,Ethiopia,2020-04-27,124.0,1.0,1.857,3.0,0.0,0.0,1.052,0.008,0.016,0.025,0.0,0.0,0.39,,,,,,,,,943.0,14588.0,0.124,0.008,948.0,0.008,0.002,510.5,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.024193548387096774
ETH,Africa,Ethiopia,2020-04-28,126.0,2.0,1.714,3.0,0.0,0.0,1.069,0.017,0.015,0.025,0.0,0.0,0.49,,,,,,,,,1080.0,15668.0,0.133,0.009,996.0,0.008,0.0017,581.1,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.023809523809523808
ETH,Africa,Ethiopia,2020-04-29,130.0,4.0,2.0,3.0,0.0,0.0,1.103,0.034,0.017,0.025,0.0,0.0,0.52,,,,,,,,,766.0,16434.0,0.139,0.006,952.0,0.008,0.0021,476.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.023076923076923078
ETH,Africa,Ethiopia,2020-04-30,131.0,1.0,2.143,3.0,0.0,0.0,1.111,0.008,0.018,0.025,0.0,0.0,0.52,,,,,,,,,1408.0,17842.0,0.151,0.012,1015.0,0.009,0.0021,473.6,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.022900763358778626
ETH,Africa,Ethiopia,2020-05-01,133.0,2.0,2.286,3.0,0.0,0.0,1.128,0.017,0.019,0.025,0.0,0.0,0.65,,,,,,,,,912.0,18754.0,0.159,0.008,1012.0,0.009,0.0023,442.7,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.022556390977443608
ETH,Africa,Ethiopia,2020-05-02,133.0,0.0,1.571,3.0,0.0,0.0,1.128,0.0,0.013,0.025,0.0,0.0,0.77,,,,,,,,,1103.0,19857.0,0.168,0.009,1024.0,0.009,0.0015,651.8,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.022556390977443608
ETH,Africa,Ethiopia,2020-05-03,135.0,2.0,1.714,3.0,0.0,0.0,1.145,0.017,0.015,0.025,0.0,0.0,1.12,,,,,,,,,2473.0,22330.0,0.189,0.021,1241.0,0.011,0.0014,724.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.022222222222222223
ETH,Africa,Ethiopia,2020-05-04,140.0,5.0,2.286,3.0,0.0,0.0,1.188,0.042,0.019,0.025,0.0,0.0,1.61,,,,,,,,,1758.0,24088.0,0.204,0.015,1357.0,0.012,0.0017,593.6,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.02142857142857143
ETH,Africa,Ethiopia,2020-05-05,145.0,5.0,2.714,4.0,1.0,0.143,1.23,0.042,0.023,0.034,0.008,0.001,2.09,,,,,,,,,1047.0,25135.0,0.213,0.009,1352.0,0.011,0.002,498.2,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.027586206896551724
ETH,Africa,Ethiopia,2020-05-06,162.0,17.0,4.571,4.0,0.0,0.143,1.374,0.144,0.039,0.034,0.0,0.001,2.62,,,,,,,,,1382.0,26517.0,0.225,0.012,1440.0,0.012,0.0032,315.0,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.024691358024691357
ETH,Africa,Ethiopia,2020-05-07,191.0,29.0,8.571,4.0,0.0,0.143,1.62,0.246,0.073,0.034,0.0,0.001,2.67,,,,,,,,,1928.0,28445.0,0.241,0.016,1515.0,0.013,0.0057,176.8,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.020942408376963352
ETH,Africa,Ethiopia,2020-05-08,194.0,3.0,8.714,4.0,0.0,0.143,1.646,0.025,0.074,0.034,0.0,0.001,2.15,,,,,,,,,1861.0,30306.0,0.257,0.016,1650.0,0.014,0.0053,189.4,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,0.020618556701030927
